,losses,macro,micro,sample,weighted
100,0.7839056545495987,0.47848934560995615,0.6955553740564067,0.6390847182331557,0.5883197933567443
200,0.627889940738678,0.4802915891671422,0.7058389344204745,0.650591286751443,0.5954892679004147
300,0.6286312866210938,0.47926636076773116,0.7056206789698005,0.6498995761183263,0.5951541005352587
400,0.6778562533855438,0.48045884415860307,0.6999529237991301,0.6433282771915585,0.5923961085805703
500,0.6279622155427933,0.4687989670662144,0.7030488607034148,0.647458101686508,0.5865970129282583
600,0.6262217932939529,0.4754261753272083,0.7061662050006187,0.6508422844516596,0.5928792507521773
700,0.6277779072523118,0.4665923539815617,0.7014110861101179,0.6457622598755411,0.5835257111596767
800,0.6278271746635437,0.46805602179403955,0.7014188422943002,0.6454595114087301,0.585599158057518
900,0.6299830484390259,0.47981157252165174,0.7028600845835163,0.6462514768217893,0.59339634933344
1000,0.6282300108671188,0.4653648771190082,0.700189200482788,0.6438510209686147,0.5825845011936273
1100,0.6270269101858139,0.4670052863225794,0.7032033527787389,0.6472896261724388,0.586108709361561
1200,0.6295139598846435,0.46289483893434746,0.6973767228945951,0.6407170589826839,0.5802040508348502
1300,0.6279169189929962,0.46762949518882024,0.6986420407390018,0.6430783166486294,0.5836458035584381
1400,0.6295212906599045,0.48171187214085376,0.705367525536881,0.6498342239357864,0.5953101044765655
1500,0.6291788440942764,0.47146307349596484,0.7008972715577835,0.6443444999549063,0.5863165792035239
