,losses,macro,micro,sample,weighted
100,2.2633508157730104,0.4678494378337734,0.6734303388709076,0.6098463246822622,0.5659882359139357
200,0.479572461694479,0.6639347380804917,0.7613351259360762,0.6922745210518648,0.7200161209985396
300,0.2004952037334442,0.9282888391767606,0.9352510818679914,0.8398432054057052,0.9362209570465564
400,0.1800173432379961,0.9364786840886155,0.9431356087683105,0.8607017240571929,0.9440507175864404
500,0.16525721848011016,0.9417763522489868,0.949050342573355,0.8767663642052393,0.9500517900316406
600,0.12253531441092491,0.955706584925555,0.9627315476468304,0.8885058435488122,0.9634239294808487
700,0.11769234046339988,0.9571306152805633,0.9645054877742375,0.8984856640755078,0.9651376871123363
800,0.11610385227948428,0.956921208824577,0.9643339424662101,0.8944266345633533,0.9649645643906475
900,0.11517504062503577,0.9568209267681178,0.9641031807386814,0.895165253149628,0.9646904000631864
1000,0.125021465793252,0.954465796952864,0.9617327302272032,0.8919164535915474,0.9623741775400286
1100,0.08802273862063885,0.9662732923846543,0.972944329500483,0.9053547732649295,0.9733399790054557
1200,0.08734897818416357,0.9649734945701227,0.972117418483481,0.9035603459040957,0.972501688038767
1300,0.08700202599167824,0.965829102035709,0.9726858682433811,0.9046426676621988,0.9730759236615566
1400,0.0853022200614214,0.9663121969276612,0.9727729335687862,0.898980154827811,0.9731153606676599
1500,0.08707039002329112,0.9655154463435887,0.9722740768761546,0.8995121960747587,0.9726155962095437
