,losses,macro,micro,sample,weighted
100,0.4119393689930439,0.7832691925067862,0.8412394794376552,0.7413214914425852,0.8156415337612686
200,0.21799614608287812,0.9290127638385315,0.9307587095123108,0.8207613623355813,0.9318680947793105
300,0.1977342362701893,0.9332631173032719,0.9354230664797528,0.8339415142149518,0.9364750624856923
400,0.18564773708581925,0.9365096198270574,0.9395703830369914,0.8446604697385947,0.9406502768516235
500,0.17664025492966176,0.9391822969024055,0.9424530239885723,0.8378470149676711,0.9434302632533966
600,0.14343978635966778,0.9503054535542858,0.9549010207909364,0.860966277212371,0.9556909287733981
700,0.14079322203993797,0.9506511330240898,0.9555000381714095,0.8633964689824066,0.956175799149924
800,0.1348653370141983,0.9523638375632804,0.9575917419853118,0.864821219145438,0.9582292318646087
900,0.1319150534272194,0.9527955477429983,0.9579549413963449,0.8659275221306472,0.9585607584216881
1000,0.1300459785014391,0.9534274948975091,0.9586261712773555,0.8701780582646519,0.9591556344698178
1100,0.10033129565417767,0.9645779726803544,0.9695430461078542,0.8869890816648629,0.96997609521619
1200,0.10151908989995719,0.96295082360152,0.9676888565463293,0.8810682737401487,0.9680456314289888
1300,0.09953690052032471,0.9639290868109416,0.9683724041701547,0.8818587003274503,0.9686695234317716
1400,0.09846798811107874,0.9644635192143411,0.9687424959580087,0.8847638568029191,0.9690110066829642
1500,0.09983851093798876,0.9625974794918187,0.9672697253926978,0.8856381824633701,0.9675322531193467
