,losses,macro,micro,sample,weighted
100,1.8185918712615967,0.47765695872714475,0.6789598830191116,0.6143213019619269,0.5783647804808647
200,0.4769556775689125,0.6958266503754783,0.7803568838734265,0.6983777103972417,0.742841501572117
300,0.19443061351776122,0.932866477358072,0.9390874498273248,0.847471342893218,0.9401134406422615
400,0.17830682963132857,0.937389500437941,0.9434189744163329,0.8571962924228551,0.9442828865811421
500,0.15667022518813611,0.9434545140622056,0.9500913347039459,0.8682586650606338,0.9508979334939862
600,0.12076731011271477,0.9572251313691553,0.9641136315206263,0.8924743169157232,0.9647566474286887
700,0.1161517071723938,0.9560997596162514,0.963393906675759,0.8909458670669608,0.9639804760773386
800,0.11483966909348965,0.9577699335373023,0.9649290150490796,0.8934678316475191,0.9655707078597182
900,0.11484983019530773,0.9562201778884466,0.9631909954032208,0.8922016121898934,0.9636989305440642
1000,0.10731635846197606,0.9590942720053235,0.9662510944330454,0.8998199388597514,0.966686396213955
1100,0.07585622157901525,0.970283662779922,0.9758298456657799,0.90403462249556,0.9759945731414894
1200,0.0741358382999897,0.9716901905761577,0.976741298278139,0.9054097161519039,0.9768444859363697
1300,0.07198876813054085,0.9712844308255196,0.9767903467772107,0.9070504521520149,0.9768828649779999
1400,0.07570902213454246,0.9701472973461958,0.9756522513061234,0.9060413271624209,0.9758027193372817
1500,0.07745846562087536,0.9698716599471368,0.975505775313689,0.9015038279498281,0.9756383343132898
