,losses,macro,micro,sample,weighted
100,0.4109481680393219,0.8507188806263887,0.8672290630788347,0.770494393193612,0.8587998903765982
200,0.23991581201553344,0.9318219538953683,0.9318053551569263,0.8065357953678267,0.9321705731455594
300,0.2049054780602455,0.9433704291088999,0.9435499397874686,0.8370941558441561,0.9438117493761135
400,0.1962672819197178,0.9452317282778168,0.9451817790945626,0.8403111250728438,0.9454506086653869
500,0.18807625517249107,0.9480908527344225,0.9479543042516113,0.8470524618610554,0.9481909688288657
600,0.18368198975920677,0.9486507868545199,0.9482940032740346,0.8453839714972529,0.94846557655605
700,0.14961755715310573,0.9582513427080676,0.958164502514101,0.8593714271839273,0.9582536958776571
800,0.1469512692838907,0.9598965710576303,0.9597054704740893,0.8623457887598514,0.959798418450761
900,0.14363061144948006,0.9608445419878496,0.9606767848998102,0.869568182251776,0.9608086072423703
1000,0.14273580104112626,0.9609812964462218,0.96060209145988,0.8690593386648073,0.9606856030113857
1100,0.14346789732575416,0.9597081655629216,0.9595403933560225,0.8664503682081809,0.9596581125042124
1200,0.14040714010596275,0.9607927245013519,0.9604699830864588,0.8691264989350929,0.9605562113064416
1300,0.11042247638106346,0.9701151321724231,0.9698996835680479,0.8866273383734321,0.9699682398583263
1400,0.11492595888674259,0.9688559405022835,0.9688087765259482,0.8856711517649017,0.9688488100904997
1500,0.11537490226328373,0.967378413448682,0.9671479222151135,0.8769023862422302,0.9671833396732403
1600,0.11741128474473954,0.9672672832578015,0.9673615615040159,0.8821295037427851,0.9674230574900229
1700,0.11698100380599499,0.967086146527423,0.9670345575559959,0.8782943402084028,0.9671127838712149
1800,0.12066332548856736,0.9656735614410433,0.9657847402227218,0.878140625,0.9658569760969437
