,losses,macro,micro,sample,weighted
100,35.51431426227093,0.7675030068958634,0.7779591827851362,0.7089036493020867,0.7887117597682811
200,36.19084991455078,0.7706525735509845,0.778409902885636,0.708578018769425,0.7907014332669017
300,36.34263566970825,0.7696099523163642,0.7774602134259005,0.7075388864607615,0.7899038517362963
400,35.87388559341431,0.7735317776805678,0.7810574117982649,0.7110430931915307,0.7928913915749652
500,36.72209997177124,0.7667852947384053,0.7745950946509289,0.704181262747669,0.7870571684109051
600,35.65513538360596,0.7750249077234667,0.7826465450992787,0.7136049770541959,0.7945640627880631
700,36.426341190338135,0.7688175666194711,0.7768447745621626,0.70664453125,0.7895930908529697
800,35.7165193939209,0.7745660886750317,0.7820651978589724,0.712329594017094,0.7938443793791123
900,36.16183219909668,0.7712002549794161,0.7788103437917023,0.7086542073378012,0.7908357103206686
1000,35.92522462844849,0.7728386725905153,0.7805347901162126,0.7110277322503884,0.7926718619212076
1100,35.928573017120364,0.7725874635351989,0.7804852703463583,0.7120271100427351,0.7929328973810741
1200,36.82924278259277,0.766078703426311,0.7738354382077308,0.7025214980332167,0.7862200867446439
1300,36.121653366088864,0.7715496236036914,0.779204580608465,0.7092702414772727,0.7912821493139377
1400,36.27678739547729,0.7703796148952214,0.7778878994767426,0.7073747329059829,0.7897933107054498
1500,36.39509107589722,0.7691512838938978,0.7770657617002237,0.7069636357566044,0.7896508972778723
1600,36.23995698928833,0.7703436180514259,0.7782167084837321,0.7090148722804973,0.7906950181019373
1700,35.805805130004885,0.7738411270051638,0.7815098735070026,0.7117684689442502,0.7935525385871546
1800,36.07812656402588,0.7715665575741886,0.7795068398910711,0.7099695361062548,0.7920238656587985
