,losses,macro,micro,sample,weighted
100,35.764091530442236,0.5460657710048241,0.7111927221537039,0.6474957117535242,0.6412629614844918
200,36.196428546905516,0.5473767117861411,0.7126381336423253,0.6499928751803752,0.6429281263856924
300,36.611607208251954,0.5437713339298849,0.708084781835868,0.6439095474837663,0.6382209347510637
400,36.485491065979005,0.5427945292317152,0.7082119003380752,0.6436665032016594,0.6399171132334148
500,36.79630340576172,0.5411215123717041,0.7053538832480589,0.6406926679743867,0.635930001963795
600,36.65290172576904,0.5437079908073554,0.7077816433615862,0.6426825058621933,0.637644863725502
700,36.39955348968506,0.5452274576103734,0.7101081865327364,0.6461689889971141,0.6404075200617271
800,36.41294635772705,0.5450772464779761,0.7099118485057732,0.6466652123917749,0.640363791988492
900,36.285714073181154,0.5452293257405035,0.7108364788277832,0.6474358146194085,0.6420674880651105
1000,36.530919570922855,0.5429208311406191,0.7081016493698938,0.6440123283730158,0.6395873010354964
1100,36.542410659790036,0.543798036332739,0.708389889661699,0.6439623635912699,0.6387949479506675
1200,36.46874996185303,0.5450505206982181,0.7096187372881778,0.6453156058351371,0.6395957910297728
1300,36.340401840209964,0.5444636759984225,0.7100567857390777,0.646561361381674,0.6415434366069238
1400,36.42522323608399,0.5440973911473379,0.7094347059228707,0.6459169315927127,0.6405695102719833
1500,36.50573226928711,0.5449063944840772,0.7093481009561963,0.6452014675775612,0.63934250946145
