,losses,macro,micro,sample,weighted
100,0.6322447836399079,0.4962426432018345,0.7072182389128168,0.6524496189574315,0.6073702674218162
200,0.6304297310113907,0.47714196418210103,0.7029326877245112,0.6463269863816739,0.593738876100023
300,0.580677335858345,0.6266644253656408,0.7460778520589665,0.6720524050602176,0.6918685240283541
400,0.6453235238790512,0.5040663100354426,0.7092261135194751,0.6520878878066378,0.6151468181938787
500,0.6281909960508346,0.4911692591300362,0.7070101986322307,0.6515622577561327,0.6042436474951888
600,0.6268313097953796,0.4778186912032853,0.7050808266068813,0.6498013054653679,0.5947756333836038
700,0.6311270517110824,0.48237556743818083,0.7017844780535871,0.6445715582160895,0.5957123074231878
800,0.629808634519577,0.47554455255176536,0.7003996535868099,0.6429921931367244,0.5912108574178115
900,0.628760558962822,0.49354896160395306,0.7082893302941649,0.6526083096590909,0.6054302752599079
1000,0.6265331381559371,0.4918767276794113,0.7101860659262019,0.6553090622294374,0.606838860123516
1100,0.6267149734497071,0.4811697638325366,0.7063358571797923,0.6508906306367243,0.598687341012409
1200,0.6290566551685334,0.4718093306767257,0.6998944187306156,0.6429081270292208,0.587587617900072
1300,0.6281096285581589,0.47791741518828573,0.7030229846498629,0.6474716472763348,0.5926045201201707
1400,0.6287654370069504,0.4922186602041378,0.7071902473711,0.6505963147095961,0.6040627997185812
1500,0.6282403540611267,0.47672511588383076,0.7027054478656393,0.6473263079455268,0.5921497427042115
