,losses,macro,micro,sample,weighted
100,1.1040173858404159,0.6167130475146939,0.7482903888887258,0.6905307873550062,0.6756283256543282
200,0.6231988233327865,0.6197910801475104,0.7540232041779678,0.6957029749764126,0.6830672388769926
300,0.6230377650260925,0.6004309916854202,0.7486333979518984,0.6909185935592187,0.6665318651269481
400,0.6199446296691895,0.6010741473917774,0.7517935981444842,0.6949314999236874,0.6676537958936187
500,0.6242382228374481,0.5876895548452618,0.7449710649658207,0.6868073818542568,0.6572993628201135
600,0.6184748440980912,0.5927474335247892,0.7514102081604037,0.6959738117784994,0.6640818222769344
700,0.6172517621517182,0.593479188285695,0.7512539555966662,0.696098236832612,0.6630580009733623
800,0.8381195473670959,0.5930932621639077,0.7450150615498683,0.6880618769251583,0.6602828395668341
900,0.8104162067174911,0.6013724089994397,0.7427029329763871,0.6835810448232322,0.6645805311215827
1000,0.6252380096912384,0.6000700155790559,0.7473640234252089,0.6886228237907926,0.6664522364626257
1100,0.6195713049173355,0.5933342282046148,0.7493672852419541,0.6935068737685925,0.6622718400511435
1200,0.6211987870931626,0.5926375935454549,0.7486634425106071,0.692276566749223,0.6609536453079553
1300,0.6223481255769729,0.5951378824396453,0.7493762842252074,0.69180959491897,0.6664156356092552
1400,0.6220524805784226,0.5894286053322015,0.7473537781678605,0.6907725638077202,0.6599269603025946
1500,0.6190730607509614,0.5919208943411431,0.7495854002126207,0.6933998410443724,0.6614800113421508
1600,0.6195617491006851,0.5920068399893263,0.7492386543127456,0.6938453508297258,0.6607850941406487
1700,0.6178207558393478,0.5931018525162425,0.750883923620854,0.6951912709686148,0.6627097286606453
1800,0.6213498324155807,0.5904759538968026,0.7473228357992105,0.6917127976190478,0.6587747049006019
