,losses,macro,micro,sample,weighted
100,0.758021370768547,0.48685344541459086,0.6974118340161106,0.6404245481081419,0.5926903234092289
200,0.5550483706593513,0.5536465930055723,0.7344790987044718,0.6548708890935454,0.6565258648048679
300,0.3199823620915413,0.8497178654289786,0.8741196855637599,0.7284079249743312,0.8719136547302426
400,0.2341862952709198,0.9067684618695253,0.914868235736356,0.7955989015324952,0.9150579702679607
500,0.2200714986026287,0.9113426185600544,0.918524689499109,0.8016091239350928,0.9181684500417546
600,0.18811418250203132,0.9251792574724176,0.9293587628082023,0.8165250725836664,0.9288338410813956
700,0.17452082872390748,0.9312589355873,0.9345920248076639,0.8218659209713897,0.9340465658104965
800,0.16477589279413224,0.9351292273750748,0.9388212740935197,0.8438413071303696,0.9382807688552453
900,0.15426388055086135,0.9396802145812607,0.9438332017116069,0.8582751475954599,0.9432441535767466
1000,0.14249660208821296,0.9432343861389676,0.9480400662905432,0.8667771071879509,0.9471944070214914
1100,0.11797079250216484,0.9521642704026996,0.9547607885948782,0.8772692025856087,0.9540027240847554
1200,0.11525684177875518,0.9524752803689871,0.9551295206269838,0.8754391255445944,0.9541389230295267
1300,0.11104641303420067,0.9543352232007064,0.9571285715752377,0.8776545325334386,0.9563732157645276
1400,0.11234955951571464,0.9544663341829264,0.9569724753190747,0.8793865847693974,0.9562206397242928
1500,0.11278191909193992,0.9523858685822154,0.9550181756108818,0.8745803410166222,0.9541596625996257
