,losses,macro,micro,sample,weighted
100,36.64645004570484,0.4577763086150949,0.6657923181742309,0.6096933227362914,0.5535880332914176
200,37.5948677444458,0.4435016948407533,0.6613063572453488,0.608549411525974,0.53998082588184
300,37.60602848052979,0.44408380353798244,0.6617779094064612,0.608557178932179,0.5402450591569535
400,37.75446601867676,0.44348352636293625,0.6602326152645902,0.6060634864267677,0.538013861921704
500,37.61334983825684,0.44430279761295594,0.6619852434641093,0.6088076290133478,0.5405396746278772
600,37.40959983825684,0.44421704364975484,0.6630509286107531,0.6102168053300866,0.5423027241231064
700,37.678573036193846,0.44321108584600016,0.6605906295144457,0.606674963924964,0.5390583272215429
800,37.56473384857178,0.4438632055680158,0.6618793003478726,0.6086703136273449,0.5407543934488953
900,37.68526920318604,0.4422468345724708,0.6598400590861675,0.6058140782828284,0.5387418710227141
1000,37.844885597229,0.44475536970322643,0.6606456737752928,0.6073002852633479,0.5375282265990067
1100,37.68192134857178,0.4433820763409623,0.6604674011945494,0.6068033234126985,0.5382913788138445
1200,37.64509078979492,0.4439096141578633,0.6613588443166791,0.6086410984848485,0.5396795487767962
1300,37.688617897033694,0.4432892281593554,0.6605582489709368,0.6067306603986292,0.5389152427656955
1400,37.45312671661377,0.4432960633835865,0.6620668524375319,0.6084843411796537,0.5414372910135848
1500,37.713715896606445,0.4446454268184087,0.66153805546259,0.6080254398899712,0.5392301767947262
