,losses,macro,micro,sample,weighted
100,0.3508076709508896,0.8258480766688959,0.8650218570806935,0.7599076036810412,0.8476744931728212
200,0.2078407199680805,0.9308861375345319,0.9323075506809151,0.8193740426240427,0.9332919285998139
300,0.18923137649893762,0.9344628145304616,0.936992023473534,0.8330788989656176,0.9381030048811083
400,0.1844427342712879,0.9348170083646563,0.9383860464934454,0.834880389575702,0.9394286594244419
500,0.17254188738763332,0.9401169668735326,0.9438982863533701,0.8427588716457153,0.94489625649217
600,0.14120820827782155,0.949060032463331,0.954033262789756,0.8555906294226608,0.9548273140441657
700,0.13754996351897716,0.9518239801977622,0.9567959639754171,0.8624529346521534,0.9574777122426587
800,0.13580457277595998,0.9507200671394986,0.9561893921223585,0.863501005938506,0.9568677301405571
900,0.13196288324892522,0.9532188946956178,0.9582529813106347,0.8677562515609389,0.9587949664053661
1000,0.13596577033400536,0.9510511576292724,0.9568562503498154,0.8641121865599678,0.9574445626851478
1100,0.10340423174202443,0.9633642227956476,0.9677684160229514,0.8822438975954602,0.9681387630113965
1200,0.10547390595078468,0.9617421607278474,0.966525984550427,0.8780874095522533,0.9668463714773532
1300,0.10778449267148972,0.9602276785967645,0.9652163633630672,0.8811233202561326,0.9655102944665857
1400,0.10855131760239602,0.9597172573529604,0.964669758169362,0.8752081503565877,0.9649815359141714
1500,0.1129047228395939,0.9587457723524372,0.963527608908419,0.8740219556623933,0.9638780835107353
