,losses,macro,micro,sample,weighted
100,0.3281182461977005,0.8458733254104296,0.876220005976351,0.7643665475149851,0.8624919868121005
200,0.1808019372820854,0.9423670662566639,0.9420122201806082,0.8421864654442779,0.9425157809962285
300,0.16951839581131936,0.9459337413585887,0.946871987280892,0.8694982851350036,0.9474963044923203
400,0.158187111094594,0.9487862433890741,0.9510414157707777,0.8693332691613942,0.9515561062273877
500,0.1559781040996313,0.9476659490390912,0.9504636046833014,0.8626638126456876,0.9510066878328962
600,0.12849750511348249,0.954678681575341,0.9583895201314635,0.8798238939879566,0.9589331685697045
700,0.12020975574851037,0.958138265662009,0.9617759132631959,0.8833086197656512,0.9622428727052892
800,0.1164698664098978,0.9595700714277087,0.9638365011881236,0.8849977080211455,0.9643276636895151
900,0.12763164557516574,0.9536857575595267,0.9580110607542859,0.8793623481553169,0.9585538742197153
1000,0.1182627871632576,0.9593980657439548,0.9628415476398132,0.8862623371142746,0.9631736218581836
1100,0.10341972589492798,0.9624527405223051,0.9667148276932309,0.8874398977758352,0.9671934372297446
1200,0.10243930235505104,0.9624175862977532,0.9670055503720134,0.8903696186625873,0.9674310481044012
1300,0.1003350468352437,0.9628118921312993,0.9671907086119065,0.8867228977619602,0.9675795809477633
1400,0.10786921240389347,0.9618477336118358,0.9661691269924847,0.890911088911089,0.9665868786508501
1500,0.10989916332066059,0.9604823683066063,0.9646997112614238,0.8894773339334278,0.9651526434194618
