,losses,macro,micro,sample,weighted
100,0.393626269698143,0.852365405529099,0.8724943705216794,0.7723605261925576,0.8633756892189446
200,0.22704831019043922,0.9360747272730033,0.9360453678510052,0.8132863256535131,0.9363567186800261
300,0.20070268124341964,0.9449951231795716,0.944779031814847,0.8414029256333941,0.9450448875643908
400,0.19125706747174262,0.9474844254037437,0.946915647039129,0.8381848464035963,0.9471359187967014
500,0.18178935639560223,0.950177597768597,0.9494775957020986,0.8461323927808303,0.9496597389204239
600,0.17754366427659987,0.950730517981846,0.9501394451333889,0.8467563014242704,0.950342424037766
700,0.1330553922057152,0.9638623483841545,0.9633067100074585,0.8696614054348428,0.963383563910369
800,0.13030946761369705,0.9638089936902481,0.9632381231008115,0.8707556805173993,0.9633060735419915
900,0.12826831661164761,0.9644765510101574,0.9640588994057693,0.8759331965777278,0.9641286852143288
1000,0.12906319104135036,0.9645652728230257,0.9644406304261007,0.871176154140998,0.9644994507015892
1100,0.13048267625272275,0.9640972162390183,0.9636999923844229,0.8755503571948884,0.9637664902404217
1200,0.12772432938218117,0.9638001092555968,0.9636531357783049,0.8774072624424187,0.9637370918024967
1300,0.08642788138240576,0.9768280273234664,0.9767219407681936,0.9001248755584693,0.9767368725532228
1400,0.08612182062119246,0.9763247020088478,0.9764141725932102,0.8959896492396494,0.9764158271871051
1500,0.08797526877373457,0.9761168613964105,0.9761959819922988,0.8999378494769119,0.9762131629880464
1600,0.09316733568906783,0.9748439949948364,0.9745898754375117,0.8948748699217448,0.9746036809078105
1700,0.09210211440920829,0.974439763288484,0.9744427652869887,0.8933976084679212,0.9744506146737011
1800,0.09428624883294105,0.9746853116395774,0.9743818097270354,0.8935019854277667,0.9743998235146296
