,losses,macro,micro,sample,weighted
100,0.36058534145355225,0.8176336210163787,0.8613764680195426,0.758076336857587,0.8424955902659341
200,0.20150409251451493,0.9337228199425806,0.9354623270904726,0.8348240752303253,0.9365374091647677
300,0.19389804378151893,0.9332184653536948,0.9359358733820486,0.8398565189151125,0.9371548484152085
400,0.1822528699785471,0.9369385531119099,0.9401534850743488,0.8373818546904485,0.9412170382904332
500,0.1754179295897484,0.9381816282794405,0.9425602207644976,0.8425140053175991,0.9436759119677935
600,0.1434706649184227,0.9486197793662552,0.9535898497581304,0.8550810127372627,0.9543983540542087
700,0.13959702014923095,0.9503241738375858,0.9552938605004817,0.8600959396506273,0.955980885249011
800,0.13303292021155358,0.9519282776025088,0.9569452830599142,0.8633875629578753,0.9575269998490371
900,0.1343803486227989,0.9513778013456645,0.956419813821783,0.8661614661380287,0.9569894164084712
1000,0.13722284860908984,0.9515431990035546,0.9561578542981234,0.8614600171876734,0.9567269969669222
1100,0.11234185997396708,0.9601317505524029,0.964919170904111,0.8789503369893995,0.9653097942915558
1200,0.10647990398108959,0.9605743363252425,0.9659697415974773,0.883149682348901,0.9663637212805883
1300,0.10580649066716433,0.9611852303177028,0.9655074619682155,0.8729614348325285,0.9657990002457453
1400,0.1113987335562706,0.9583998625735808,0.9633438571694848,0.8723807642010766,0.9636857992267421
1500,0.10927995309233665,0.961543087645695,0.9658183603577839,0.8817547885586636,0.9661251764603513
